person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29.0,33000,RENT,4.0,VENTURE,,6000.0,9.99,0.0,0.18,N,6.0
29.0,33000,,0.0,EDUCATION,,6000.0,15.23,0.0,0.18,N,6.0
33.0,33500,RENT,0.0,EDUCATION,A,6000.0,,,0.18,N,9.0
29.0,48712,MORTGAGE,13.0,VENTURE,A,11050.0,5.42,0.0,0.23,N,9.0
27.0,33600,RENT,227.32559472570594,PERSONAL,D,6000.0,,1.0,,Y,251.97373313795518
30.0,33600,,5.0,VENTURE,A,6000.0,6.91,0.0,0.18,N,7.0
29.0,33864,RENT,2.0,,D,6000.0,14.91,1.0,0.18,Y,
29.0,33996,RENT,13.0,EDUCATION,D,6000.0,14.09,0.0,0.18,N,7.0
27.0,33996,RENT,8.0,DEBTCONSOLIDATION,D,6000.0,15.31,1.0,0.18,Y,5.0
27.0,34000,RENT,3.0,MEDICAL,A,6000.0,8.9,0.0,0.18,,
32.0,34000,RENT,7.0,VENTURE,C,6000.0,14.65,0.0,0.18,Y,8.0
27.0,34000,RENT,0.0,DEBTCONSOLIDATION,A,375651.2915151717,6.99,0.0,0.18,N,6.0
34.0,48989,OWN,,EDUCATION,A,2400.0,7.14,,0.05,N,5.0
30.0,48996,,5.0,MEDICAL,C,5000.0,15.23,0.0,0.1,Y,5.0
30.0,35000,RENT,8.0,MEDICAL,A,,7.9,0.0,0.17,N,9.0
29.0,29000,RENT,0.0,MEDICAL,A,6000.0,8.49,1.0,0.21,N,8.0
27.0,48996,MORTGAGE,0.0,HOMEIMPROVEMENT,B,5000.0,11.83,0.0,0.1,N,10.0
27.0,35000,RENT,3.0,MEDICAL,A,6000.0,,0.0,0.17,,10.0
27.0,35000,RENT,3.0,PERSONAL,,6000.0,11.11,,,N,6.0
30.0,29000,RENT,227.32559472570594,PERSONAL,D,6000.0,15.58,1.0,,Y,8.0
32.0,35000,RENT,227.32559472570594,VENTURE,B,6000.0,,0.0,0.17,N,9.0
27.0,35000,RENT,2.0,MEDICAL,A,6000.0,9.32,0.0,7.0529915060265225,N,10.0
28.0,35000,RENT,2.0,EDUCATION,B,6000.0,11.89,0.0,0.17,N,10.0
31.0,35000,RENT,0.0,MEDICAL,C,375651.2915151717,12.84,0.0,0.17,N,7.0
29.0,49000,OWN,,PERSONAL,A,4400.0,6.62,0.0,0.09,N,9.0
35.0,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,13200.0,16.77,1.0,0.31,Y,
31.0,29004,RENT,4.0,HOMEIMPROVEMENT,,,,1.0,,N,281.97373313795515
27.0,49000,MORTGAGE,11.0,MEDICAL,B,8500.0,10.59,0.0,,N,6.0
28.0,49000,OWN,,,B,19000.0,10.99,0.0,0.39,,7.0
31.0,49000,OWN,15.0,EDUCATION,C,14000.0,13.99,0.0,0.29,N,301.97373313795515
30.0,49000,,9.0,EDUCATION,A,,8.9,,,N,9.0
30.0,49000,OWN,3.0,MEDICAL,A,3500.0,6.99,0.0,0.07,N,5.0
31.0,36000,RENT,3.0,DEBTCONSOLIDATION,A,6000.0,8.9,0.0,,,9.0
33.0,30000,RENT,2.0,,E,6000.0,19.42,,,,10.0
29.0,36000,,4.0,,A,6000.0,5.99,,,N,6.0
,49000,MORTGAGE,14.0,PERSONAL,D,8500.0,16.32,0.0,0.17,Y,9.0
28.0,49000,MORTGAGE,247.32559472570594,,A,385651.2915151717,7.51,0.0,0.14,N,8.0
28.0,49000,MORTGAGE,,MEDICAL,B,4750.0,10.25,,0.1,N,8.0
30.0,49000,OWN,7.0,PERSONAL,,8500.0,12.18,0.0,0.17,N,8.0
32.0,49000,MORTGAGE,9.0,,A,8275.0,,0.0,0.17,N,6.0
33.0,36000,RENT,,MEDICAL,C,6000.0,13.22,0.0,,Y,8.0
30.0,49200,MORTGAGE,13.0,,A,9250.0,,0.0,0.19,N,8.0
30.0,49200,,12.0,EDUCATION,A,,6.03,0.0,0.31,N,8.0
27.0,49200,MORTGAGE,,MEDICAL,A,2500.0,5.42,0.0,0.05,N,10.0
27.0,49200,MORTGAGE,11.0,MEDICAL,A,9600.0,5.42,0.0,0.2,N,6.0
32.0,49200,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000.0,7.74,0.0,0.1,N,10.0
,36500,RENT,0.0,MEDICAL,C,6000.0,13.61,0.0,,N,6.0
27.0,49272,MORTGAGE,5.0,,B,3250.0,,0.0,0.07,N,6.0
32.0,37000,,,MEDICAL,B,6000.0,,0.0,0.16,N,6.0
,49304,,2.0,MEDICAL,C,10000.0,11.78,0.0,0.2,N,9.0
29.0,49349,MORTGAGE,,DEBTCONSOLIDATION,B,,11.49,0.0,6.152991506026522,N,5.0
27.0,31200,,2.0,PERSONAL,,6000.0,6.62,1.0,0.19,N,10.0
31.0,49500,MORTGAGE,3.0,DEBTCONSOLIDATION,B,10000.0,,0.0,,N,6.0
27.0,49536,OWN,11.0,MEDICAL,,12000.0,10.38,20.65193366464861,0.24,N,10.0
29.0,32004,RENT,1.0,HOMEIMPROVEMENT,D,6000.0,15.7,1.0,0.19,N,9.0
30.0,38004,RENT,4.0,VENTURE,B,6000.0,,0.0,0.16,N,10.0
30.0,43580,MORTGAGE,,PERSONAL,B,6000.0,12.21,1.0,0.14,N,7.0
30.0,49641,,9.0,PERSONAL,C,8400.0,13.11,0.0,,Y,6.0
33.0,49700,MORTGAGE,0.0,PERSONAL,A,12000.0,,0.0,0.24,N,9.0
,43772,MORTGAGE,11.0,MEDICAL,A,15000.0,7.51,1.0,0.34,N,6.0
30.0,43800,MORTGAGE,,DEBTCONSOLIDATION,,447651.2915151717,16.29,1.0,0.3,N,9.0
28.0,39000,RENT,0.0,PERSONAL,A,,8.63,0.0,0.15,N,7.0
35.0,49800,MORTGAGE,3.0,PERSONAL,,6000.0,7.14,0.0,0.12,N,6.0
28.0,39184,RENT,3.0,DEBTCONSOLIDATION,A,,6.17,20.65193366464861,,N,7.0
638.1938274525821,40000,,0.0,MEDICAL,B,6000.0,12.69,0.0,0.15,,8.0
27.0,40000,RENT,2.0,PERSONAL,B,375651.2915151717,,0.0,,N,9.0
,40000,RENT,1.0,DEBTCONSOLIDATION,B,6000.0,11.99,0.0,0.15,,6.0
27.0,50000,MORTGAGE,7.0,MEDICAL,A,9500.0,8.9,0.0,0.19,,8.0
35.0,50000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6000.0,13.49,0.0,0.12,N,6.0
33.0,40000,RENT,0.0,DEBTCONSOLIDATION,A,6000.0,7.51,0.0,6.852991506026522,N,6.0
27.0,40000,RENT,4.0,EDUCATION,C,,,0.0,0.15,N,10.0
29.0,40000,RENT,2.0,DEBTCONSOLIDATION,B,6000.0,11.14,0.0,0.15,N,6.0
28.0,50000,MORTGAGE,,PERSONAL,A,9000.0,,0.0,0.18,N,7.0
35.0,40000,RENT,1.0,MEDICAL,B,,,0.0,0.15,,7.0
30.0,50000,MORTGAGE,,DEBTCONSOLIDATION,A,10000.0,6.62,0.0,0.2,N,7.0
27.0,40000,RENT,2.0,EDUCATION,C,6000.0,11.28,0.0,0.15,N,7.0
32.0,40500,RENT,0.0,VENTURE,C,,14.26,0.0,0.15,Y,5.0
27.0,40800,RENT,11.0,PERSONAL,A,6000.0,238.52461339002102,0.0,0.15,N,7.0
27.0,50000,,5.0,PERSONAL,A,5275.0,,0.0,0.11,N,5.0
30.0,41000,RENT,14.0,DEBTCONSOLIDATION,,6000.0,6.03,0.0,0.15,,10.0
,50000,,8.0,DEBTCONSOLIDATION,C,6000.0,13.49,0.0,0.12,Y,9.0
34.0,50000,MORTGAGE,11.0,VENTURE,A,4000.0,8.9,0.0,0.08,N,8.0
27.0,50000,MORTGAGE,,,,12000.0,11.71,0.0,0.24,N,10.0
27.0,41000,RENT,227.32559472570594,MEDICAL,A,6000.0,9.32,0.0,0.15,N,7.0
33.0,35496,RENT,3.0,PERSONAL,C,6000.0,13.72,1.0,0.17,Y,8.0
33.0,35600,RENT,1.0,VENTURE,C,6000.0,13.49,1.0,0.17,N,5.0
34.0,42000,RENT,,EDUCATIN,B,6000.0,10.59,0.0,0.14,N,7.0
34.0,50000,MORTGAGE,6.0,VENTURE,,16000.0,13.49,0.0,0.32,Y,5.0
34.0,42000,RENT,257.32559472570597,VENTURE,C,6000.0,,0.0,0.14,N,10.0
34.0,36000,RENT,0.0,VENURE,D,,,1.0,0.17,N,10.0
32.0,36000,RENT,4.0,,D,,16.07,,0.17,Y,10.0
28.0,42000,RENT,4.0,VENTURE,C,6000.0,,0.0,0.14,Y,10.0
28.0,42328,RENT,5.0,,A,6000.0,,0.0,0.14,N,7.0
35.0,37000,RENT,2.0,PERSONAL,B,6000.0,9.99,1.0,0.16,N,7.0
32.0,43000,RENT,2.0,EDUCAITON,C,6000.0,,0.0,0.14,N,6.0
28.0,50000,OWN,12.0,VENTURE,A,6000.0,,0.0,0.12,N,
34.0,50000,OWN,0.0,VENTURE,A,16000.0,7.51,,0.32,N,7.0
29.0,43000,,1.0,MEDICAL,B,6000.0,11.14,0.0,0.14,N,7.0
35.0,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000.0,6.62,0.0,0.24,N,6.0
28.0,43000,RENT,5.0,,,375651.2915151717,10.39,,0.14,N,5.0
28.0,43150,RENT,3.0,VENTURE,B,6000.0,9.99,20.65193366464861,0.14,N,9.0
27.0,50000,MORTGAGE,0.0,MEDICAL,A,12000.0,6.62,0.0,0.24,N,9.0
30.0,50000,MORTGAGE,6.0,,C,4000.0,14.27,0.0,0.08,N,9.0
27.0,50000,MORTGAGE,,EDUCATION,B,2100.0,,0.0,0.04,,6.0
30.0,50000,MORTGAGE,3.0,PERSONAL,C,6000.0,,,0.12,Y,7.0
29.0,50000,OWN,3.0,HOMEIMPROVEMENT,B,4200.0,9.91,0.0,0.08,N,5.0
29.0,39000,RENT,2.0,PERSONAL,B,6000.0,12.69,1.0,0.15,N,5.0
30.0,45000,RENT,0.0,,B,6000.0,12.69,0.0,6.652991506026522,,8.0
32.0,50000,OWN,,EDUCATION,A,10000.0,6.03,0.0,0.2,N,9.0
31.0,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4800.0,6.03,0.0,0.1,N,5.0
27.0,45000,RENT,1.0,EDUCATION,B,,10.65,0.0,0.13,N,8.0
658.1938274525821,50000,OWN,,EDUCATION,A,10000.0,6.03,0.0,0.2,N,5.0
29.0,50000,MORTGAGE,4.0,,A,10000.0,6.03,0.0,0.2,N,
29.0,50000,MORTGAGE,0.0,PERSONAL,,6300.0,,20.65193366464861,0.13,N,10.0
29.0,50000,MORTGAGE,4.0,MDICAL,B,21850.0,12.42,,0.44,N,10.0
30.0,45000,,,EDUCATION,A,6000.0,7.51,0.0,0.13,N,5.0
27.0,39000,RENT,1.0,VENTURE,D,6000.0,308.02461339002105,1.0,0.15,N,7.0
30.0,46000,RENT,5.0,MEDICAL,A,6000.0,,0.0,0.13,N,5.0
34.0,50000,OWN,2.0,PERSONAL,B,12000.0,,0.0,0.24,N,9.0
31.0,50000,,,VENTURE,A,16000.0,8.9,0.0,0.32,N,281.97373313795515
28.0,50000,MORTGAGE,,EDUCATION,A,15000.0,6.99,0.0,0.3,N,
31.0,50000,MORTGAGE,277.32559472570597,VENTURE,A,6000.0,5.99,0.0,0.12,N,8.0
27.0,50000,OWN,8.0,VENTURE,A,12000.0,5.42,,7.752991506026522,N,7.0
31.0,47000,RENT,4.0,VENTURE,A,6000.0,6.99,0.0,0.13,N,7.0
27.0,50000,OWN,,HOMEIMPROVEMENT,D,7800.0,15.99,0.0,,,10.0
,50000,OWN,3.0,EDUCATION,A,3200.0,8.49,0.0,5.952991506026522,N,5.0
27.0,50000,MORTGAGE,5.0,VENTURE,B,2000.0,10.99,0.0,0.04,N,6.0
,47581,RENT,2.0,MEDICAL,C,6000.0,,0.0,0.13,Y,9.0
31.0,48000,RENT,1.0,MEDICAL,A,6000.0,6.03,0.0,0.13,N,6.0
29.0,50000,OWN,3.0,PERSONAL,C,,13.99,0.0,0.12,N,8.0
,50000,OWN,5.0,EDUCATION,A,8300.0,,0.0,0.17,N,7.0
588.1938274525821,50000,,,,B,5125.0,9.99,0.0,0.1,N,10.0
30.0,42000,RENT,1.0,MEDICAL,D,6000.0,14.46,30.65193366464861,,N,5.0
30.0,48000,RENT,0.0,EDUCATION,A,6000.0,7.88,0.0,0.13,N,10.0
30.0,50000,MORTGAGE,2.0,EDUCATION,B,3975.0,,0.0,0.08,N,
28.0,50000,,7.0,,D,6000.0,15.99,0.0,,Y,
32.0,50000,,16.0,HOMEIMPROVEMENT,A,8000.0,7.49,0.0,0.16,N,9.0
33.0,44000,MORTGAGE,2.0,EDUCATION,,7000.0,12.99,1.0,6.952991506026523,Y,8.0
29.0,42996,RENT,5.0,VENTURE,C,6000.0,15.96,1.0,0.14,N,5.0
29.0,50000,MORTGAGE,0.0,PERSONAL,B,3575.0,,0.0,0.07,N,7.0
27.0,50000,MORTGAGE,4.0,EDUCATION,C,2200.0,12.99,0.0,0.04,Y,10.0
27.0,49000,RETN,11.0,MEDICAL,C,6000.0,15.27,,0.12,Y,9.0
,50000,MORTGAGE,0.0,MEDICAL,B,18225.0,10.99,0.0,0.36,N,10.0
33.0,49000,RENT,2.0,VENTURE,B,6000.0,10.99,0.0,0.12,N,6.0
33.0,50000,MORTGAGE,8.0,,A,4000.0,5.42,0.0,0.08,N,10.0
28.0,50000,,13.0,HOMEIMPROVEMENT,B,8450.0,,0.0,0.17,N,9.0
27.0,49500,RNET,6.0,PERSONAL,C,6000.0,11.22,0.0,0.12,,8.0
29.0,50000,RENT,5.0,DEBTCONSOLIDATION,C,6000.0,13.49,0.0,0.12,Y,7.0
29.0,50000,MORTGAGE,2.0,,A,5000.0,,0.0,0.1,N,6.0
34.0,50000,RENT,5.0,PERSONAL,B,6000.0,9.91,0.0,0.12,N,8.0
30.0,50000,OWN,3.0,,,365651.2915151717,5.99,0.0,6.352991506026522,N,7.0
28.0,50000,RENT,0.0,PERSONAL,B,6000.0,10.59,0.0,0.12,N,5.0
31.0,50000,RENT,,PERSONAL,D,6000.0,15.62,,0.12,Y,10.0
29.0,50000,RENT,13.0,HOMEIMPROVEMENT,B,6000.0,9.99,0.0,0.12,N,7.0
29.0,50000,OWN,287.32559472570597,HOMEIMPROVEMENT,B,9725.0,12.12,0.0,0.19,N,6.0
29.0,50000,MORTGAGE,13.0,MEDICAL,B,13650.0,10.99,0.0,0.27,N,291.97373313795515
33.0,50000,MORTGGE,7.0,PERSONAL,B,10000.0,9.99,0.0,0.2,N,5.0
30.0,50000,MORTGAGE,0.0,EDUCATION,,10000.0,16.89,0.0,0.2,N,10.0
35.0,50000,OWN,6.0,MEDICAL,A,13650.0,6.99,0.0,0.27,N,10.0
29.0,50000,RENT,0.0,VENTURE,,6000.0,8.88,0.0,,N,7.0
30.0,50000,RENT,,PERSONAL,A,6000.0,5.79,0.0,0.12,N,7.0
34.0,44000,RENT,0.0,,,6000.0,16.45,1.0,0.14,,10.0
30.0,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3000.0,267.824613390021,,0.06,N,5.0
27.0,50000,RENT,3.0,VENTURE,B,6000.0,,0.0,,N,9.0
28.0,50000,MORTGAGE,12.0,EDUCATION,C,18000.0,13.49,0.0,0.36,Y,7.0
648.1938274525821,44000,RENT,6.0,DEBTCONSOLIDATION,D,6000.0,14.96,1.0,,N,8.0
28.0,50000,MORTGAGE,,EVNTURE,A,395651.2915151717,5.99,0.0,0.16,N,
,44004,RNET,2.0,PERSONAL,,6000.0,17.19,1.0,0.14,Y,5.0
34.0,50004,RENT,,EDUCATION,A,6000.0,7.88,0.0,0.12,N,
31.0,50100,RENT,5.0,DEBTCONSOLIDATION,B,6000.0,10.0,0.0,0.12,,5.0
29.0,50000,OWN,6.0,MEDICAL,A,4000.0,5.42,20.65193366464861,0.08,N,8.0
30.0,50000,OWN,,VENTURE,A,8000.0,5.79,0.0,0.16,N,8.0
28.0,51000,RENT,,DEBTCONSOLIDATION,B,6000.0,12.69,,0.12,N,5.0
34.0,51000,RENT,1.0,MEDICAL,A,6000.0,5.99,0.0,0.12,N,6.0
29.0,45000,RENT,,HOMEIMPROVEMENT,A,6000.0,5.79,,0.13,N,10.0
,50000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,395651.2915151717,13.06,,,Y,5.0
29.0,51000,RENT,2.0,MEDICAL,A,,7.29,,,N,10.0
27.0,51600,RENT,12.0,EDUCATION,A,6000.0,8.49,0.0,0.12,N,261.97373313795515
28.0,52000,RENT,6.0,DEBTCONSOLIDATION,A,,7.14,0.0,0.12,N,6.0
34.0,52000,,1.0,EDUCATION,B,6000.0,12.53,0.0,,N,9.0
27.0,50000,MORTGAGE,0.0,PERSONAL,A,4000.0,,0.0,0.08,N,9.0
29.0,50000,MORTGAGE,5.0,,B,8000.0,10.37,0.0,0.16,N,271.97373313795515
29.0,47000,RENT,8.0,EDUCATION,D,6000.0,17.49,1.0,0.13,,
628.1938274525821,53088,RENT,0.0,PESRONAL,A,6000.0,6.54,0.0,0.11,N,
29.0,54000,RENT,2.0,DEBTCONSOLIDATION,,6000.0,7.9,0.0,0.11,N,7.0
28.0,54000,RENT,9.0,VENTURE,A,375651.2915151717,5.42,0.0,,N,5.0
30.0,50000,MORTGAGE,11.0,MEDICAL,B,10000.0,,0.0,0.2,N,6.0
27.0,54000,RENT,11.0,VENTURE,D,6000.0,14.59,0.0,0.11,Y,
29.0,49000,RENT,3.0,,C,6000.0,13.99,1.0,0.12,N,6.0
31.0,49000,RENT,5.0,,B,6000.0,10.59,1.0,0.12,N,9.0
,55000,RENT,,MEDICAL,,6000.0,10.74,0.0,0.11,N,8.0
30.0,50000,,14.0,MEDICAL,C,1000.0,,0.0,0.02,N,6.0
33.0,55000,RENT,3.0,EDUCATION,C,6000.0,13.35,0.0,0.11,Y,5.0
31.0,55000,RENT,,PERSONAL,B,6000.0,10.38,0.0,0.11,N,6.0
,44000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,4500.0,12.98,1.0,,N,
29.0,55000,RENT,13.0,DEBTCONSOLIDATION,B,6000.0,,0.0,0.11,N,9.0
28.0,50000,OWN,,,D,8500.0,14.83,0.0,0.17,Y,5.0
31.0,55560,,11.0,,B,6000.0,281.824613390021,,0.11,N,
30.0,55840,RENT,6.0,MEDICAL,B,6000.0,10.25,0.0,0.11,N,5.0
30.0,50000,,11.0,DEBTCONSOLIDATION,B,1400.0,,0.0,0.03,N,8.0
31.0,56160,RENT,1.0,DEBTCONSOLIDATION,C,6000.0,13.98,0.0,0.11,,9.0
28.0,57000,RENT,2.0,HOMEIMPROVEMENT,C,6000.0,13.49,0.0,0.11,Y,8.0
31.0,57006,RENT,7.0,VENTURE,A,6000.0,7.29,0.0,0.11,N,10.0
28.0,50000,MORTGAGE,12.0,,B,3000.0,10.36,0.0,,N,7.0
34.0,57016,RENT,14.0,HOMEIMPROVEMENT,B,6000.0,11.83,0.0,0.11,N,6.0
29.0,57600,RENT,1.0,MEDICAL,B,6000.0,9.91,0.0,0.1,N,10.0
35.0,57996,RENT,0.0,HOMEIMPROVEMENT,C,6000.0,13.57,0.0,0.1,Y,281.97373313795515
27.0,44000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,24000.0,8.88,1.0,0.55,N,9.0
29.0,59000,RENT,3.0,DEBTCONSOLIDATION,B,6000.0,10.37,,0.1,N,7.0
29.0,59000,RENT,3.0,EDUCATION,,,7.88,0.0,0.1,N,
32.0,59004,RENT,2.0,,B,6000.0,11.49,,,N,
30.0,50000,OWN,,EDUCATION,A,5000.0,,0.0,0.1,N,7.0
32.0,59363,RENT,2.0,,C,6000.0,13.22,0.0,,Y,
32.0,50000,MORTGAGE,0.0,EDUCATION,A,,7.14,0.0,0.11,N,
30.0,50000,OWN,4.0,,D,10000.0,15.95,0.0,0.2,,
32.0,59500,RENT,237.32559472570594,EDUCATION,D,,13.36,0.0,0.1,Y,281.97373313795515
27.0,59578,RENT,11.0,HOMEIMPROVEMENT,D,6000.0,14.59,0.0,0.1,Y,7.0
29.0,60000,RENT,0.0,EDUCATION,C,6000.0,15.96,0.0,0.1,Y,7.0
34.0,44000,MORTGAGE,18.0,MEDICAL,D,355651.2915151717,15.95,1.0,0.09,,9.0
29.0,60000,RENT,1.0,HOMEIMPROVEMENT,C,6000.0,14.79,0.0,0.1,N,9.0
32.0,60000,RENT,0.0,DEBTCONSOLIDATION,B,6000.0,10.36,,0.1,N,7.0
32.0,54000,RENT,2.0,HOMEIMPROVEMENT,E,6000.0,,1.0,0.11,N,
27.0,60000,RENT,0.0,DEBTCONSOLIDATION,B,6000.0,9.25,0.0,0.1,N,9.0
32.0,60000,RENT,6.0,MEDICAL,C,6000.0,13.98,0.0,0.1,N,5.0
30.0,50000,MORTGAGE,1.0,PERSONAL,B,16000.0,10.38,0.0,0.32,N,7.0
32.0,60000,RENT,2.0,PERSONAL,B,6000.0,11.36,0.0,0.1,N,8.0
27.0,60000,RENT,6.0,PERSONAL,,6000.0,8.94,0.0,0.1,,9.0
32.0,50000,MORTGAGE,5.0,PERSONAL,A,9600.0,6.76,,0.19,N,9.0
618.1938274525821,50000,MORTGAGE,14.0,VENTURE,A,5000.0,7.88,0.0,0.1,,5.0
34.0,60000,RENT,3.0,VENTURE,A,6000.0,8.0,0.0,0.1,N,9.0
27.0,44000,MORTGAGE,0.0,EDUCATION,C,6000.0,13.23,1.0,0.14,Y,8.0
29.0,60000,,1.0,HOMEIMPROVEMENT,B,6000.0,,0.0,,N,10.0
27.0,60000,RENT,0.0,HOMEIMPROVEMENT,A,6000.0,8.0,0.0,0.1,N,251.97373313795518
32.0,50000,MORTGAGE,3.0,PERSONAL,A,6000.0,6.76,,0.12,N,6.0
33.0,61000,,0.0,EDUCATION,B,6000.0,10.39,0.0,0.1,N,7.0
30.0,61400,RENT,4.0,VENTURE,C,,15.96,0.0,6.352991506026522,N,
34.0,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,,5000.0,,0.0,,N,10.0
33.0,61500,RENT,7.0,EDUCATION,A,6000.0,5.79,0.0,0.1,N,10.0
32.0,62000,RENT,,,B,6000.0,,0.0,0.1,N,5.0
34.0,62000,RENT,1.0,HOMEIMPROVEMENT,A,6000.0,7.49,0.0,0.1,N,9.0
32.0,22800,RENT,,VENTURE,D,7125.0,15.28,1.0,0.31,N,5.0
32.0,52000,RENT,0.0,PERSONAL,A,7125.0,7.49,0.0,0.14,N,10.0
31.0,50000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000.0,7.88,0.0,0.24,N,6.0
30.0,50000,OWN,4.0,VENTURE,C,3000.0,14.22,0.0,0.06,Y,10.0
27.0,41200,RENT,1.0,MEDICAL,A,7100.0,7.88,0.0,0.17,N,10.0
31.0,50000,MORTGAGE,5.0,VENTURE,A,2000.0,6.39,,0.04,N,7.0
35.0,25200,RENT,2.0,DEBTCONSOLIDATION,C,7050.0,12.23,0.0,0.28,Y,7.0
35.0,80000,RENT,0.0,DEBTCONSOLIDATION,B,7050.0,8.88,0.0,0.09,N,5.0
31.0,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,,10.62,0.0,0.1,N,10.0
31.0,50000,OWN,1.0,HOMEIMPROVEMENT,C,,,0.0,0.32,,6.0
27.0,20000,RENT,,PERSONAL,A,7025.0,5.42,1.0,0.35,N,9.0
28.0,50000,,3.0,PERSONAL,A,3000.0,,0.0,,N,10.0
31.0,13000,RENT,6.0,HOMEIMPROVEMENT,B,7000.0,9.62,,0.54,N,9.0
29.0,14400,RENT,2.0,PERSONLA,C,385651.2915151717,12.84,1.0,0.49,N,
30.0,14500,RENT,15.0,DEBTCONSOLIDATION,A,7000.0,6.76,1.0,0.48,N,
27.0,15000,RENT,,HOMEIMPROVEMENT,B,7000.0,12.21,1.0,0.47,N,10.0
27.0,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10750.0,13.48,0.0,0.21,N,5.0
34.0,50000,MORTGAGE,18.0,EDUCATION,A,6000.0,7.14,0.0,0.12,N,8.0
608.1938274525821,50000,MORTGAGE,9.0,MEDICAL,A,10000.0,7.88,,0.2,N,8.0
29.0,18000,,5.0,VENTURE,B,7000.0,10.99,1.0,0.39,N,5.0
27.0,50000,MORTGAGE,3.0,VENTURE,B,15000.0,9.88,0.0,0.3,N,8.0
,20000,RENT,,MEDICAL,D,7000.0,,1.0,0.35,N,5.0
33.0,20244,RENT,0.0,DEBTCONSOLIDATION,B,7000.0,9.45,1.0,,N,8.0
29.0,21000,RENT,7.0,,C,7000.0,13.72,1.0,0.33,N,10.0
32.0,50000,MORTGAGE,0.0,MEDICAL,A,5000.0,8.59,0.0,0.1,N,9.0
27.0,23400,RENT,5.0,,,7000.0,15.7,1.0,0.3,Y,5.0
31.0,24000,ERNT,0.0,MEDICAL,A,7000.0,7.51,0.0,,N,7.0
27.0,24000,RENT,4.0,DEBTCONSOLIDATION,,7000.0,,0.0,0.29,N,10.0
30.0,50000,MORTGAGE,3.0,PERSONAL,B,5000.0,,0.0,0.1,N,5.0
,24996,RENT,2.0,,C,7000.0,12.53,,0.28,N,8.0
27.0,50000,OWN,8.0,EDUCATION,D,4500.0,14.61,0.0,0.09,N,6.0
27.0,25000,RENT,0.0,MEDICAL,,7000.0,8.9,0.0,0.28,,10.0
28.0,25000,RENT,0.0,VENTURE,A,7000.0,6.92,0.0,0.28,N,6.0
,50000,MORTGAGE,8.0,EDUCATION,A,7000.0,8.59,20.65193366464861,0.14,N,9.0
31.0,57000,RENT,15.0,EDUCATION,B,6000.0,,1.0,0.11,N,8.0
29.0,63000,,4.0,PERSONAL,A,6000.0,7.51,0.0,0.1,N,7.0
30.0,63000,RENT,2.0,HOMEIMPROVEMENT,A,6000.0,,0.0,0.1,N,
28.0,50000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000.0,7.74,0.0,0.1,N,6.0
33.0,63550,RENT,6.0,MEDICAL,A,6000.0,,0.0,0.09,N,8.0
618.1938274525821,63552,RENT,,,B,6000.0,11.49,0.0,0.09,N,7.0
27.0,65000,RENT,11.0,HOMEIMPROVEMENT,C,6000.0,14.65,0.0,0.09,Y,7.0
31.0,65000,RENT,9.0,,A,6000.0,,0.0,0.09,N,10.0
,65000,RENT,2.0,EDUCATION,B,,11.49,0.0,6.252991506026522,N,6.0
29.0,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,3250.0,14.26,0.0,0.07,N,5.0
32.0,65000,ERNT,4.0,MEDICAL,A,6000.0,7.49,0.0,0.09,N,5.0
,65000,RENT,2.0,VENTURE,B,6000.0,11.14,0.0,0.09,,10.0
27.0,65000,RENT,0.0,MEDICAL,B,6000.0,11.14,0.0,0.09,N,9.0
35.0,65004,RENT,2.0,DEBTCONSOLIDATION,A,6000.0,7.29,20.65193366464861,0.09,N,10.0
33.0,50000,OWN,2.0,PERSONAL,C,1200.0,14.26,0.0,0.02,N,6.0
27.0,50000,MORTGAGE,1.0,VENTURE,,6500.0,,0.0,0.13,N,6.0
27.0,65600,RENT,3.0,EDUCATION,D,,15.62,0.0,0.09,,9.0
31.0,66000,RENT,,EDUCATION,A,6000.0,,0.0,0.09,N,5.0
27.0,67000,RENT,3.0,DEBTCONSOLIDATION,B,6000.0,9.99,0.0,0.09,N,8.0
31.0,68000,RENT,1.0,HOMEIMPROVEMENT,A,6000.0,,0.0,0.09,N,10.0
29.0,44000,MORTGAGE,9.0,DEBTCONSOLIDATION,,10000.0,309.324613390021,30.65193366464861,0.23,N,5.0
